time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
562800,2022-05-04 17:31:20,40.270381567355,-7.50510925876911,135.170608,,,1989.181021659,46.259844,0,229.79987612,7310.9254308,13,4,15.384,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,3.35541,321.8, -2.8, 8.2,0,0,1024,1024,606,1079,0,0,-63,8,318.8,-36.2,68,3.868,3.859,3.876,3.871,0,0,11.254,107.51,1989.181021659,135.170608,6,P-GPS,
562900,2022-05-04 17:31:20,40.2703815247288,-7.50510926406826,134.842524,,,1988.852937659,46.259844,0,229.813983732,7310.9254308,13,4,15.384,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,3.35541,322.3, -3, 8.3,0,0,1024,1024,615,1077,0,0,-62,8,319.3,-36.2,68,3.868,3.859,3.876,3.871,0,0,11.254,107.51,1988.852937659,134.842524,6,P-GPS,
563000,2022-05-04 17:31:20,40.270381500211,-7.50510925948764,134.51444,,,1988.524853659,46.259844,0,229.82120158,7310.9254308,13,4,15.384,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,3.35541,322.9, -3.1, 8.4,0,0,1024,1024,619,1074,0,0,-61,8,319.9,-36.2,68,3.868,3.859,3.876,3.871,0,0,11.254,107.51,1988.524853659,134.51444,6,P-GPS,
563100,2022-05-04 17:31:20,40.2703814975273,-7.50510923227335,133.858272,,,1987.868685659,46.259844,0,229.818248824,7310.9582392,13,4,15.384,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,3.35541,323.5, -2.8, 8,0,0,1024,1024,647,1067,0,0,-57,7,320.4,-36.2,68,3.868,3.859,3.876,3.871,0,0,11.254,107.51,1987.868685659,133.858272,6,P-GPS,
563200,2022-05-04 17:31:20,40.2703814953908,-7.50510919172136,133.530188,,,1987.540601659,46.259844,0,229.813327564,7310.9582392,13,4,15.384,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,3.131716,324, -2.7, 7.8,0,0,1024,1024,725,1030,0,0,-45,1,320.8,-36.2,68,3.868,3.859,3.876,3.871,0,0,11.254,107.51,1987.540601659,133.530188,6,P-GPS,
563300,2022-05-04 17:31:20,40.2703815212375,-7.5051091040159,132.87402,,,1986.884433659,46.259844,0,229.792986356,7310.9910476,13,4,15.373,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,3.131716,324.4, -3.4, 7.5,0,0,1024,1024,859,1024,0,0,-25,0,321.2,-36.2,68,3.868,3.859,3.876,3.872,0,0,11.388,107.51,1986.884433659,132.87402,6,P-GPS,
563400,2022-05-04 17:31:20,40.2703815150363,-7.50510904832989,132.87402,,,1986.884433659,46.259844,0,229.787080844,7310.9910476,14,4,15.373,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,2.908022,324.7, -3.2, 6.7,0,0,1024,1024,1021,1024,0,0,-0,0,321.5,-36.2,68,3.868,3.859,3.876,3.872,0,0,11.388,107.51,1986.884433659,132.87402,6,P-GPS,
563500,2022-05-04 17:31:20,40.2703815065945,-7.50510899533837,132.545936,,,1986.556349659,46.259844,0,229.782487668,7311.023856,14,4,15.373,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,2.013246,324.9, -3.2, 6,0,0,1024,1024,1024,1024,0,0,0,0,321.8,-36.2,68,3.868,3.859,3.876,3.872,0,0,11.388,107.51,1986.556349659,132.545936,6,P-GPS,
563600,2022-05-04 17:31:21,40.2703814896847,-7.50510894185286,132.217852,,,1986.228265659,46.259844,0,229.78019108,7311.023856,14,4,15.373,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,1.11847,324.9, -3.8, 6.5,0,0,1024,1024,1024,1024,0,0,0,0,322.1,-36.2,68,3.868,3.859,3.876,3.872,0,0,11.388,107.51,1986.228265659,132.217852,6,P-GPS,
563700,2022-05-04 17:31:21,40.2703814886165,-7.50510883766614,131.889768,,,1985.900181659,46.259844,0,229.766083468,7311.0566644,14,4,15.373,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,0.671082,324.9, -4.6, 7.8,0,0,1024,1024,1024,1024,0,0,0,0,322.4,-36.2,68,3.868,3.859,3.876,3.872,0,0,11.388,107.51,1985.900181659,131.889768,6,P-GPS,
563800,2022-05-04 17:31:21,40.2703814643592,-7.50510877430085,131.889768,,,1985.900181659,46.259844,0,229.765099216,7311.0894728,14,4,15.373,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,0.223694,324.9, -4.9, 8.5,0,0,1024,1024,1024,1024,0,0,0,0,322.6,-36.2,68,3.868,3.859,3.876,3.872,0,0,11.388,107.51,1985.900181659,131.889768,6,P-GPS,
563900,2022-05-04 17:31:21,40.270381434005,-7.50510868017354,132.217852,,,1986.228265659,46.259844,0,229.761818376,7311.1222812,14,4,15.373,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,0,324.9, -4.6, 8,0,0,1024,1024,1024,1024,0,0,0,0,322.8,-36.2,68,3.868,3.859,3.876,3.872,0,0,11.388,107.51,1986.228265659,132.217852,6,P-GPS,
564000,2022-05-04 17:31:21,40.2703814151671,-7.50510859938392,132.545936,,,1986.556349659,46.259844,0,229.756569032,7311.1222812,12,4,15.373,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,0,324.8, -4.2, 7.5,0,0,1191,1024,1024,1024,25,0,0,0,323,-36.2,68,3.868,3.859,3.876,3.872,0,0,11.388,107.51,1986.556349659,132.545936,6,P-GPS,
564100,2022-05-04 17:31:21,40.2703813322077,-7.50510849335597,132.545936,,,1986.556349659,46.259844,0.223694,229.768051972,7311.187898,12,4,15.373,2153.223021659,299.212608,23.1299596,1811.78155404,0.223694,0,0,324.8, -3.9, 7.1,0,0,1347,1024,1024,1024,49,0,0,0,323,-36.2,68,3.868,3.859,3.876,3.872,0,0,11.388,107.51,1986.556349659,132.545936,6,P-GPS,
564200,2022-05-04 17:31:21,40.2703813437501,-7.50510845293871,132.545936,,,1986.556349659,46.259844,0.223694,229.75886562,7311.187898,13,4,15.373,2153.223021659,299.212608,23.1299596,1811.78155404,0.223694,0,0,324.8, -3.5, 6.7,0,0,1419,1024,1024,1024,60,0,0,0,323.1,-36.2,68,3.868,3.859,3.876,3.872,0,0,11.388,107.51,1986.556349659,132.545936,6,P-GPS,
564300,2022-05-04 17:31:21,40.2703813749641,-7.50510842240122,132.545936,,,1986.556349659,46.259844,0,229.744758008,7311.187898,13,4,15.45,2153.223021659,299.212608,23.1299596,1811.78155404,0,0,0,324.7, -5.5, 6.4,0,0,1451,1024,1024,1024,65,0,0,0,323.2,-36.2,68,3.866,3.858,3.875,3.872,0,0,11.322,107.51,1986.556349659,132.545936,6,P-GPS,
564400,2022-05-04 17:31:21,40.2703814069337,-7.50510840133933,132.545936,,,1986.556349659,46.259844,0,229.731634648,7311.2207064,13,4,15.45,2153.223021659,299.212608,23.1299596,1811.78155404,0.223694,0,0,324.4, -11, 6.5,0,0,1473,1024,1024,1024,68,0,0,0,323.3,-36.2,68,3.866,3.858,3.875,3.872,0,0,11.322,107.51,1986.556349659,132.545936,6,P-GPS,
564500,2022-05-04 17:31:21,40.2703815247288,-7.50510836155078,132.545936,,,1986.556349659,46.259844,0.4921268,229.688655644,7311.2535148,13,4,15.45,2153.223021659,299.212608,23.1299596,1811.78155404,0.447388,-0.223694,0,323.9, -17.3, 6.8,0,0,1488,1024,1024,1024,70,0,0,0,323.5,-36.2,68,3.866,3.858,3.875,3.872,0,0,11.322,107.51,1986.556349659,132.545936,6,P-GPS,
564600,2022-05-04 17:31:21,40.270381721992,-7.50510854926652,132.217852,,,1986.228265659,46.259844,1.006623,229.652566404,7311.35194,13,4,15.45,2153.223021659,299.212608,23.1299596,1811.78155404,0.894776,-0.447388,0.223694,323.7, -21.5, 6.7,0,0,1507,1024,1024,1024,73,0,0,0,323.7,-36.2,68,3.866,3.858,3.875,3.872,0,0,11.322,107.51,1986.228265659,132.217852,6,P-GPS,
564700,2022-05-04 17:31:22,40.2703821192542,-7.50510898976977,132.217852,,,1986.228265659,46.259844,1.7448132,229.587933856,7311.5487904,13,4,15.45,2153.223021659,299.212608,23.1299596,1811.78155404,1.342164,-1.11847,0,323.6, -23.3, 7,0,0,1506,1024,1024,1024,73,0,0,0,323.8,-36.2,68,3.866,3.858,3.875,3.872,0,0,11.322,107.51,1986.228265659,132.217852,6,P-GPS,
564800,2022-05-04 17:31:22,40.2703827269374,-7.50510965961854,132.217852,,,1986.228265659,46.259844,2.5501116,229.488852488,7311.8112576,13,4,15.45,2153.223021659,299.212608,23.1299596,1811.78155404,2.013246,-1.565858,0,323.6, -24, 7.4,0,0,1522,1024,1024,1024,75,0,0,0,324,-36.2,68,3.866,3.858,3.875,3.872,0,0,11.322,107.51,1986.228265659,132.217852,6,P-GPS,
564900,2022-05-04 17:31:22,40.2703836216697,-7.50511063340513,132.217852,,,1986.228265659,46.259844,3.35541,229.34219894,7312.2377668,13,4,15.45,2153.223021659,299.212608,23.1299596,1811.78155404,2.684328,-2.013246,0,323.6, -23.8, 7.9,0,0,1527,1024,1024,1024,76,0,0,0,324.2,-36.2,68,3.866,3.858,3.875,3.872,0,0,11.322,107.51,1986.228265659,132.217852,6,P-GPS,
565000,2022-05-04 17:31:22,40.2703846976933,-7.50511195064863,132.545936,,,1986.556349659,46.259844,4.1607084,229.186687124,7312.7955096,14,4,15.45,2153.223021659,299.212608,23.1299596,1811.78155404,3.35541,-2.460634,0,323.7, -23.1, 8.2,0,0,1505,1024,1024,1024,73,0,0,0,324.4,-36.2,68,3.866,3.858,3.875,3.872,0,0,11.322,107.51,1986.556349659,132.545936,6,P-GPS,
565100,2022-05-04 17:31:22,40.2703861607916,-7.50511343890206,132.217852,,,1986.228265659,46.259844,4.6528352,228.935046696,7313.4516776,13,4,15.45,2153.223021659,299.212608,23.1299596,1811.78155404,3.802798,-2.684328,0,323.8, -22.7, 8,0,0,1500,1024,1024,1024,72,0,0,0,324.5,-36.2,68,3.866,3.858,3.875,3.872,0,0,11.322,107.51,1986.228265659,132.217852,6,P-GPS,
565200,2022-05-04 17:31:22,40.2703877943946,-7.50511501755544,132.545936,,,1986.556349659,46.259844,5.4581336,228.644036188,7314.2062708,13,4,15.45,2153.223021659,299.212608,23.1299596,1811.78155404,4.47388,-3.131716,0,324, -22.1, 7.7,0,0,1463,1024,1024,1024,67,0,0,0,324.7,-36.2,68,3.866,3.858,3.875,3.872,0,0,11.322,107.51,1986.556349659,132.545936,6,P-GPS,
565300,2022-05-04 17:31:22,40.2703897610859,-7.50511683862258,132.545936,,,1986.556349659,46.259844,5.9502604,228.285112292,7315.0920976,13,4,15.026,2153.223021659,299.212608,23.1299596,1811.78155404,4.921268,-3.35541,0,324, -21.2, 7.3,0,0,1416,1024,1024,1024,59,0,0,0,324.8,-36.2,68,3.866,3.858,3.875,3.872,0,0,14.43,107.51,1986.556349659,132.545936,6,P-GPS,
565400,2022-05-04 17:31:22,40.2703922566698,-7.50511888342172,132.545936,,,1986.556349659,46.259844,6.4423872,227.795610964,7316.1419664,13,4,15.026,2153.223021659,299.212608,23.1299596,1811.78155404,5.368656,-3.579104,0,324.1, -20.2, 6.4,0,0,1402,1024,1024,1024,57,0,0,0,324.8,-36.2,68,3.866,3.858,3.875,3.872,0,0,14.43,107.51,1986.556349659,132.545936,6,P-GPS,
565500,2022-05-04 17:31:22,40.2703946992577,-7.50512102576119,132.545936,,,1986.556349659,46.259844,6.9568834,227.34088654,7317.2246436,13,4,15.026,2153.223021659,299.212608,23.1299596,1811.78155404,5.816044,-3.802798,0,324.1, -18.7, 6.8,0,0,1396,1024,1024,1024,56,0,0,0,324.8,-36.2,68,3.866,3.858,3.875,3.872,0,0,14.43,107.51,1986.556349659,132.545936,6,P-GPS,
565600,2022-05-04 17:31:23,40.2703971431222,-7.5051231872764,132.87402,,,1986.884433659,46.259844,7.2476856,226.892723796,7318.3073208,12,4,15.026,2153.223021659,299.212608,23.1299596,1811.78155404,6.039738,-4.026492,0,324.2, -16.8, 7.7,0,0,1389,1024,1024,1024,55,0,0,0,324.9,-36.2,68,3.866,3.858,3.875,3.872,0,0,14.43,107.51,1986.884433659,132.87402,6,P-GPS,
565700,2022-05-04 17:31:23,40.2703998022279,-7.50512553691152,132.545936,,,1986.556349659,46.259844,7.381902,226.40912798,7319.4884232,12,4,15.026,2153.223021659,299.212608,23.1299596,1811.78155404,6.039738,-4.250186,0,324.2, -15.5, 7.5,0,0,1355,1024,1024,1024,50,0,0,0,324.9,-36.2,68,3.866,3.858,3.875,3.872,0,0,14.43,107.51,1986.556349659,132.545936,6,P-GPS,
565800,2022-05-04 17:31:23,40.2704027136513,-7.50512783580052,132.545936,,,1986.556349659,46.259844,7.381902,225.845479668,7320.702334,13,4,15.026,2153.223021659,299.212608,23.1299596,1811.78155404,6.263432,-4.250186,0,324.3, -14.7, 6.8,0,0,1352,1024,1024,1024,50,0,0,0,325,-36.2,68,3.866,3.858,3.875,3.872,0,0,14.43,107.51,1986.556349659,132.545936,6,P-GPS,
565900,2022-05-04 17:31:23,40.2704054243983,-7.50513026375532,132.545936,,,1986.556349659,46.259844,7.7621818,225.368117448,7321.9162448,12,4,15.026,2153.223021659,299.212608,23.1299596,1811.78155404,6.487126,-4.250186,0,324.4, -14.3, 6.5,0,0,1355,1024,1024,1024,50,0,0,0,325,-36.2,68,3.866,3.858,3.875,3.872,0,0,14.43,107.51,1986.556349659,132.545936,6,P-GPS,
566000,2022-05-04 17:31:23,40.2704080275897,-7.50513260009765,132.217852,,,1986.228265659,46.259844,7.8740288,224.915689612,7323.0645388,12,4,15.026,2153.223021659,299.212608,23.1299596,1811.78155404,6.487126,-4.47388,0,324.2, -13.7, 6.6,0,0,1354,1024,1024,1024,50,0,0,0,325,-36.2,68,3.866,3.858,3.875,3.872,0,0,14.43,107.51,1986.228265659,132.217852,6,P-GPS,
566100,2022-05-04 17:31:23,40.2704107691078,-7.50513507372395,132.217852,,,1986.228265659,46.259844,7.8740288,224.446201408,7324.2784496,12,4,15.026,2153.223021659,299.212608,23.1299596,1811.78155404,6.487126,-4.47388,0,324.1, -13.5, 6.9,0,0,1363,1024,1024,1024,51,0,0,0,325,-36.2,68,3.866,3.858,3.875,3.872,0,0,14.43,107.51,1986.228265659,132.217852,6,P-GPS,
566200,2022-05-04 17:31:23,40.2704131206851,-7.50513726429468,132.217852,,,1986.228265659,46.259844,8.1872004,224.058734204,7325.3283184,12,4,15.026,2153.223021659,299.212608,23.1299596,1811.78155404,6.71082,-4.697574,0,324, -13.8, 7.3,0,0,1358,1024,1024,1024,51,0,0,0,325.1,-36.2,68,3.866,3.858,3.875,3.872,0,0,14.43,107.51,1986.228265659,132.217852,6,P-GPS,
566300,2022-05-04 17:31:23,40.2704159726247,-7.50513991530786,132.217852,,,1986.228265659,46.259844,8.500372,223.593511092,7326.607846,12,4,15.232,2153.223021659,299.212608,23.1299596,1811.78155404,6.934514,-4.921268,0,323.9, -14, 7.2,0,0,1357,1024,1024,1024,50,0,0,0,325.1,-36.2,68,3.857,3.847,3.864,3.857,0,0,14.43,107.51,1986.228265659,132.217852,6,P-GPS,
566400,2022-05-04 17:31:23,40.2704187531472,-7.50514248777682,132.217852,,,1986.228265659,46.259844,8.500372,223.144036012,7327.8545652,12,4,15.232,2153.223021659,299.212608,23.1299596,1811.78155404,6.934514,-4.921268,0,323.9, -14, 7.1,0,0,1344,1024,1024,1024,48,0,0,0,325.1,-36.2,68,3.857,3.847,3.864,3.857,0,0,14.43,107.51,1986.228265659,132.217852,6,P-GPS,
566500,2022-05-04 17:31:23,40.2704217540959,-7.50514525420374,131.889768,,,1985.900181659,46.259844,8.8135436,222.664377204,7329.1997096,12,4,15.232,2153.223021659,299.212608,23.1299596,1811.78155404,7.158208,-5.144962,0,323.8, -14.1, 6.9,0,0,1321,1024,1024,1024,45,0,0,0,325.1,-36.2,68,3.857,3.847,3.864,3.857,0,0,14.43,107.51,1985.900181659,131.889768,6,P-GPS,
566600,2022-05-04 17:31:24,40.2704246353214,-7.50514796319323,131.889768,,,1985.900181659,46.259844,8.8135436,222.218511048,7330.4792372,12,4,15.232,2153.223021659,299.212608,23.1299596,1811.78155404,7.158208,-5.144962,0,323.9, -14.1, 7.3,0,0,1311,1024,1024,1024,43,0,0,0,325.1,-36.2,68,3.857,3.847,3.864,3.857,0,0,14.43,107.51,1985.900181659,131.889768,6,P-GPS,
566700,2022-05-04 17:31:24,40.2704275621694,-7.50515079159328,131.561684,,,1985.572097659,46.259844,9.1267152,221.784784,7331.7915732,12,4,15.232,2153.223021659,299.212608,23.1299596,1811.78155404,7.381902,-5.368656,0,324.1, -12.9, 7.8,0,0,1318,1024,1024,1024,45,0,0,0,325.1,-36.2,68,3.857,3.847,3.864,3.857,0,0,14.43,107.51,1985.572097659,131.561684,6,P-GPS,
566800,2022-05-04 17:31:24,40.2704304807058,-7.50515357670195,131.889768,,,1985.900181659,46.259844,9.3056704,221.353681624,7333.1367176,12,4,15.232,2153.223021659,299.212608,23.1299596,1811.78155404,7.605596,-5.368656,0,324.1, -11.8, 8,0,0,1312,1024,1024,1024,44,0,0,0,325.1,-36.2,68,3.857,3.847,3.864,3.857,0,0,14.43,107.51,1985.900181659,131.889768,6,P-GPS,
566900,2022-05-04 17:31:24,40.2704335382202,-7.50515649172967,131.889768,,,1985.900181659,46.259844,9.3056704,220.909127804,7334.5146704,12,4,15.232,2153.223021659,299.212608,23.1299596,1811.78155404,7.605596,-5.368656,0,324.2, -11.7, 8.1,0,0,1315,1024,1024,1024,44,0,0,0,325.1,-36.2,68,3.857,3.847,3.864,3.857,0,0,14.43,107.51,1985.900181659,131.889768,6,P-GPS,
567000,2022-05-04 17:31:24,40.2704365489656,-7.50515934375137,131.889768,,,1985.900181659,46.259844,9.4398868,220.47572884,7335.8598148,12,4,15.232,2153.223021659,299.212608,23.1299596,1811.78155404,7.605596,-5.59235,0,324.3, -11.2, 7.9,0,0,1311,1024,1024,1024,43,0,0,0,325.1,-36.2,68,3.857,3.847,3.864,3.857,0,0,14.43,107.51,1985.900181659,131.889768,6,P-GPS,
567100,2022-05-04 17:31:24,40.2704397480894,-7.50516237455209,131.889768,,,1985.900181659,46.259844,9.618842,220.023629088,7337.3033844,12,4,15.232,2153.223021659,299.212608,23.1299596,1811.78155404,7.82929,-5.59235,0,324.3, -11.4, 7.9,0,0,1290,1024,1024,1024,40,0,0,0,325.2,-36.2,68,3.857,3.847,3.864,3.857,0,0,14.43,107.51,1985.900181659,131.889768,6,P-GPS,
567200,2022-05-04 17:31:24,40.270442872826,-7.50516535236129,131.889768,,,1985.900181659,46.259844,9.618842,219.59318288,7338.7141456,12,4,15.232,2153.223021659,299.212608,23.1299596,1811.78155404,7.82929,-5.59235,0,324.4, -11.5, 8,0,0,1291,1024,1024,1024,40,0,0,0,325.2,-36.2,68,3.857,3.847,3.864,3.857,0,0,14.43,107.51,1985.900181659,131.889768,6,P-GPS,
567300,2022-05-04 17:31:24,40.2704461477701,-7.50516850881479,131.889768,,,1985.900181659,46.259844,9.618842,219.15683116,7340.1905236,12,4,15.282,2153.223021659,299.212608,23.1299596,1811.78155404,7.82929,-5.59235,0,324.5, -10.7, 8.2,0,0,1281,1024,1024,1024,39,0,0,0,325.2,-36.2,68,3.848,3.836,3.857,3.852,0,0,13.472,107.51,1985.900181659,131.889768,6,P-GPS,
567400,2022-05-04 17:31:24,40.2704492960344,-7.50517152789451,131.561684,,,1985.572097659,46.259844,9.7977972,218.74344532,7341.6012848,12,4,15.282,2153.223021659,299.212608,23.1299596,1811.78155404,8.052984,-5.59235,0,324.4, -10.5, 7.9,0,0,1280,1024,1024,1024,39,0,0,0,325.2,-36.2,68,3.848,3.836,3.857,3.852,0,0,13.472,107.51,1985.572097659,131.561684,6,P-GPS,
567500,2022-05-04 17:31:24,40.2704526340319,-7.50517482181161,131.561684,,,1985.572097659,46.259844,9.7977972,218.33005948,7343.1432796,12,4,15.282,2153.223021659,299.212608,23.1299596,1811.78155404,8.052984,-5.59235,0,324.5, -9.9, 7.8,0,0,1271,1024,1024,1024,37,0,0,0,325.2,-36.2,68,3.848,3.836,3.857,3.852,0,0,13.472,107.51,1985.572097659,131.561684,6,P-GPS,
567600,2022-05-04 17:31:24,40.2704558130933,-7.50517782988885,131.889768,,,1985.900181659,46.259844,9.7977972,217.923563404,7344.5540408,12,4,15.282,2153.223021659,299.212608,23.1299596,1811.78155404,8.052984,-5.59235,0,324.4, -10, 7.9,0,0,1261,1024,1024,1024,36,0,0,0,325.2,-36.2,68,3.848,3.836,3.857,3.852,0,0,13.472,107.51,1985.900181659,131.889768,6,P-GPS,
567700,2022-05-04 17:31:25,40.270459156849,-7.50518095791554,131.889768,,,1985.900181659,46.259844,9.7977972,217.499022708,7346.0632272,13,4,15.282,2153.223021659,299.212608,23.1299596,1811.78155404,8.052984,-5.59235,0,324.3, -10.4, 7.9,0,0,1260,1024,1024,1024,36,0,0,0,325.2,-36.2,68,3.848,3.836,3.857,3.852,0,0,13.472,107.51,1985.900181659,131.889768,6,P-GPS,
567800,2022-05-04 17:31:25,40.2704623087871,-7.50518389324171,131.889768,,,1985.900181659,46.259844,9.7977972,217.105321908,7347.4739884,13,4,15.282,2153.223021659,299.212608,23.1299596,1811.78155404,8.052984,-5.59235,0,324.3, -10.3, 7.6,0,0,1259,1024,1024,1024,36,0,0,0,325.2,-36.2,68,3.848,3.836,3.857,3.852,0,0,13.472,107.51,1985.900181659,131.889768,6,P-GPS,
567900,2022-05-04 17:31:25,40.2704654345658,-7.50518665001339,131.889768,,,1985.900181659,46.259844,9.9320136,216.69620116,7348.8519412,13,4,15.282,2153.223021659,299.212608,23.1299596,1811.78155404,8.052984,-5.816044,0,324.3, -9.4, 7.5,0,0,1259,1024,1024,1024,36,0,0,0,325.2,-36.2,68,3.848,3.836,3.857,3.852,0,0,13.472,107.51,1985.900181659,131.889768,6,P-GPS,
568000,2022-05-04 17:31:25,40.2704685978899,-7.50518960092265,131.889768,,,1985.900181659,46.259844,9.9320136,216.31890456,7350.2627024,12,4,15.282,2153.223021659,299.212608,23.1299596,1811.78155404,8.052984,-5.816044,0,324.4, -8.9, 7.8,0,0,1259,1024,1024,1024,36,0,0,0,325.2,-36.2,68,3.848,3.836,3.857,3.852,0,0,13.472,107.51,1985.900181659,131.889768,6,P-GPS,
568100,2022-05-04 17:31:25,40.2704719757257,-7.50519276882771,131.889768,,,1985.900181659,46.259844,9.9320136,215.9284846,7351.7718888,12,4,15.282,2153.223021659,299.212608,23.1299596,1811.78155404,8.052984,-5.816044,0,324.4, -9, 8.1,0,0,1259,1024,1024,1024,36,0,0,0,325.3,-36.2,68,3.848,3.836,3.857,3.852,0,0,13.472,107.51,1985.900181659,131.889768,6,P-GPS,
568200,2022-05-04 17:31:25,40.2704751586953,-7.50519581175361,131.889768,,,1985.900181659,46.259844,9.9320136,215.580059392,7353.2154584,12,4,15.282,2153.223021659,299.212608,23.1299596,1811.78155404,8.052984,-5.816044,0,324.4, -9.1, 8.2,0,0,1243,1024,1024,1024,33,0,0,0,325.3,-36.2,68,3.848,3.836,3.857,3.852,0,0,13.472,107.51,1985.900181659,131.889768,6,P-GPS,
568300,2022-05-04 17:31:25,40.2704784671985,-7.50519904594298,131.889768,,,1985.900181659,46.259844,9.9320136,215.240164368,7354.7246448,12,4,15.319,2153.223021659,299.212608,23.1299596,1811.78155404,8.052984,-5.816044,0,324.4, -8.8, 8.4,0,0,1228,1024,1024,1024,31,0,0,0,325.3,-36.2,68,3.855,3.844,3.86,3.856,0,0,12.302,107.51,1985.900181659,131.889768,6,P-GPS,
568400,2022-05-04 17:31:25,40.2704816464423,-7.50520224160123,131.889768,,,1985.900181659,46.259844,9.9320136,214.938983256,7356.2010228,12,4,15.319,2153.223021659,299.212608,23.1299596,1811.78155404,8.052984,-5.816044,0,324.5, -8.4, 8.6,0,0,1216,1024,1024,1024,29,0,0,0,325.3,-36.2,68,3.855,3.844,3.86,3.856,0,0,12.302,107.51,1985.900181659,131.889768,6,P-GPS,
568500,2022-05-04 17:31:25,40.2704850145074,-7.5052054507319,131.889768,,,1985.900181659,46.259844,9.7977972,214.59810398,7357.7102092,12,4,15.319,2153.223021659,299.212608,23.1299596,1811.78155404,8.052984,-5.59235,0,324.6, -8.1, 8.8,0,0,1216,1024,1024,1024,29,0,0,0,325.3,-36.2,68,3.855,3.844,3.86,3.856,0,0,12.302,107.51,1985.900181659,131.889768,6,P-GPS,
568600,2022-05-04 17:31:25,40.2704881934385,-7.5052084435853,132.217852,,,1986.228265659,46.259844,9.7977972,214.278878248,7359.1209704,12,4,15.319,2153.223021659,299.212608,23.1299596,1811.78155404,8.052984,-5.59235,0,324.5, -7.9, 8,0,0,1194,1024,1024,1024,26,0,0,0,325.3,-36.2,68,3.855,3.844,3.86,3.856,0,0,12.302,107.51,1986.228265659,132.217852,6,P-GPS,
568700,2022-05-04 17:31:26,40.270491501603,-7.50521152832061,132.217852,,,1986.228265659,46.259844,9.618842,213.951122332,7360.6301568,12,4,15.319,2153.223021659,299.212608,23.1299596,1811.78155404,7.82929,-5.59235,0,324.5, -7.6, 8.2,0,0,1188,1024,1024,1024,25,0,0,0,325.3,-36.2,68,3.855,3.844,3.86,3.856,0,0,12.302,107.51,1986.228265659,132.217852,6,P-GPS,
568800,2022-05-04 17:31:26,40.2704946035152,-7.50521439835044,131.889768,,,1985.900181659,46.259844,9.618842,213.647972716,7362.0081096,13,4,15.319,2153.223021659,299.212608,23.1299596,1811.78155404,7.82929,-5.59235,0,324.5, -7.3, 8.2,0,0,1191,1024,1024,1024,25,0,0,0,325.3,-36.2,68,3.855,3.844,3.86,3.856,0,0,12.302,107.51,1985.900181659,131.889768,6,P-GPS,
568900,2022-05-04 17:31:26,40.2704977232491,-7.50521738352457,132.217852,,,1986.228265659,46.259844,9.618842,213.370741736,7363.4188708,13,4,15.319,2153.223021659,299.212608,23.1299596,1811.78155404,7.82929,-5.59235,0,324.5, -6.5, 8.1,0,0,1188,1024,1024,1024,25,0,0,0,325.3,-36.2,68,3.855,3.844,3.86,3.856,0,0,12.302,107.51,1986.228265659,132.217852,6,P-GPS,
569000,2022-05-04 17:31:26,40.2705007024679,-7.50522022921422,132.217852,,,1986.228265659,46.259844,9.4398868,213.113195796,7364.7640152,13,4,15.319,2153.223021659,299.212608,23.1299596,1811.78155404,7.605596,-5.59235,0,324.5, -6.3, 8.2,0,0,1182,1024,1024,1024,24,0,0,0,325.3,-36.2,68,3.855,3.844,3.86,3.856,0,0,12.302,107.51,1986.228265659,132.217852,6,P-GPS,
569100,2022-05-04 17:31:26,40.2705038679546,-7.50522323940214,132.217852,,,1986.228265659,46.259844,9.3056704,212.84613542,7366.1747764,13,4,15.319,2153.223021659,299.212608,23.1299596,1811.78155404,7.605596,-5.368656,0,324.5, -5.9, 8.3,0,0,1175,1024,1024,1024,23,0,0,0,325.3,-36.2,68,3.855,3.844,3.86,3.856,0,0,12.302,107.51,1986.228265659,132.217852,6,P-GPS,
