time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2022-05-04 17:21:57,0,0,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1854.010413659,0.328084,0,0,0,7,0,0,1854.010413659,0,0,0,0,0,0,126.2, -1.3, -1.6,0,0,364,364,364,1684,-100,-100,-100,100,130.7,0,100,4.3,4.303,4.304,4.299,0,0,0,78.71,1854.010413659,0,41,Motors_Started,
100,2022-05-04 17:21:57,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,0,1854.010413659,0,0,0,0,0,0,125.9, -1.3, -1.6,0,0,364,364,364,1684,-100,-100,-100,100,130.5,0,100,4.3,4.303,4.304,4.299,0,0,0,78.71,1854.010413659,0,41,Motors_Started,
200,2022-05-04 17:21:57,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,0,1854.010413659,0,0,0,0,0,0,126.4, -1.3, -1.6,0,0,364,364,364,1684,-100,-100,-100,100,130.7,0,100,4.3,4.303,4.304,4.299,0,0,0,78.71,1854.010413659,0,41,Motors_Started,
300,2022-05-04 17:21:57,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.09,1854.010413659,0,0,0,0,0,0,126, -1.3, -1.6,0,0,364,364,364,1684,-100,-100,-100,100,130.6,0,100,4.3,4.303,4.304,4.299,0,0,1.33,78.71,1854.010413659,0,41,Motors_Started,"Setting new Return-To-Home altitude to 30m (98 ft). Data Recorder File Index is 97. Setting new Maximum Flight Altitude to 30m (98 ft)"
400,2022-05-04 17:21:57,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.09,1854.010413659,0,0,0,0,0,0,126.3, -1.3, -1.6,0,0,364,364,364,1684,-100,-100,-100,100,130.6,0,100,4.3,4.303,4.304,4.299,0,0,1.33,78.71,1854.010413659,0,41,Motors_Started,
500,2022-05-04 17:21:57,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.09,1854.010413659,0,0,0,0,0,0,126.2, -1.3, -1.6,0,0,777,749,745,1412,-37,-42,-42,59,130.6,0,100,4.3,4.303,4.304,4.299,0,0,1.33,78.71,1854.010413659,0,41,Motors_Started,
600,2022-05-04 17:21:57,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.09,1854.010413659,0,0,0,0,0,0,126, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,129.6,0,100,4.3,4.303,4.304,4.299,0,0,1.33,78.71,1854.010413659,0,41,Motors_Started,
700,2022-05-04 17:21:58,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.09,1854.010413659,0,0,0,0,0,0,126.3, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,128.1,0,100,4.3,4.303,4.304,4.299,0,0,1.33,78.71,1854.010413659,0,41,Motors_Started,
800,2022-05-04 17:21:58,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.09,1854.010413659,0,0,0,0,0,0,126.1, -1.4, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,127.5,0,100,4.3,4.303,4.304,4.299,0,0,1.33,78.71,1854.010413659,0,41,Motors_Started,
900,2022-05-04 17:21:58,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.09,1854.010413659,0,0,0,0,0,0,126.2, -1.4, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,127.2,0,100,4.3,4.303,4.304,4.299,0,0,1.33,78.71,1854.010413659,0,41,Motors_Started,
1000,2022-05-04 17:21:58,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.09,1854.010413659,0,0,0,0,0,0,126.2, -1.5, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,127.2,0,100,4.3,4.303,4.304,4.299,0,0,1.33,78.71,1854.010413659,0,41,Motors_Started,
1100,2022-05-04 17:21:58,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.09,1854.010413659,0,0,0,0,0,0,126.1, -1.6, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,127,0,100,4.3,4.303,4.304,4.299,0,0,1.33,78.71,1854.010413659,0,41,Motors_Started,
1200,2022-05-04 17:21:58,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.09,1854.010413659,0,0,0,0,0,0,126.2, -1.4, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,126.9,0,100,4.3,4.303,4.304,4.299,0,0,1.33,78.71,1854.010413659,0,41,Motors_Started,
1300,2022-05-04 17:21:58,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.106,1854.010413659,0,0,0,0,0,0,126.2, -1.5, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,126.8,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,41,Motors_Started,
1400,2022-05-04 17:21:58,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.106,1854.010413659,0,0,0,0,0,0,126.2, -1.5, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,126.8,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,41,Motors_Started,
1500,2022-05-04 17:21:58,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.106,1854.010413659,0,0,0,0,0,0,126.2, -1.5, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,126.7,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
1600,2022-05-04 17:21:58,0,0,0,,,1854.010413659,0.328084,0,0,0,7,0,17.106,1854.010413659,0,0,0,0,0,0,126.2, -1.4, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,126.7,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
1700,2022-05-04 17:21:59,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.106,1854.010413659,0,0,0,0,0,0,126.2, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.6,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
1800,2022-05-04 17:21:59,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.106,1854.010413659,0,0,0,0,0,0,126.2, -1.5, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,126.6,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
1900,2022-05-04 17:21:59,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.106,1854.010413659,0,0,0,0,0,0,126.2, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.6,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
2000,2022-05-04 17:21:59,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.106,1854.010413659,0,0,0,0,0,0,126.2, -1.4, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,126.6,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
2100,2022-05-04 17:21:59,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.106,1854.010413659,0,0,0,0,0,0,126.2, -1.3, -1.6,0,0,1024,1024,1029,1024,0,0,1,0,126.6,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
2200,2022-05-04 17:21:59,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.106,1854.010413659,0,0,0,0,0,0,126.2, -1.3, -1.6,0,0,1024,1024,1037,1024,0,0,2,0,126.5,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
2300,2022-05-04 17:21:59,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.002,1854.010413659,0,0,0,0,0,0,126.2, -1.4, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
2400,2022-05-04 17:21:59,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.002,1854.010413659,0,0,0,0,0,0,126.2, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
2500,2022-05-04 17:21:59,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.002,1854.010413659,0,0,0,0,0,0,126.2, -1.4, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
2600,2022-05-04 17:22:00,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.002,1854.010413659,0,0,0,0,0,0,126.2, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
2700,2022-05-04 17:22:00,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.002,1854.010413659,0,0,0,0,0,0,126.2, -1.4, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
2800,2022-05-04 17:22:00,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.002,1854.010413659,0,0,0,0,0,0,126.2, -1.4, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
2900,2022-05-04 17:22:00,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.002,1854.010413659,0,0,0,0,0,0,126.2, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
3000,2022-05-04 17:22:00,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.002,1854.010413659,0,0,0,0,0,0,126.2, -1.4, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
3100,2022-05-04 17:22:00,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.002,1854.010413659,0,0,0,0,0,0,126.2, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
3200,2022-05-04 17:22:00,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.002,1854.010413659,0,0,0,0,0,0,126.2, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.274,4.275,4.276,4.262,0,0,2.104,78.71,1854.010413659,0,10,Assisted_Takeoff,
3300,2022-05-04 17:22:00,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.076,1854.010413659,0,0,0,0,0,0,126.2, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.277,4.276,4.287,4.287,0,0,3.064,78.71,1854.010413659,0,10,Assisted_Takeoff,
3400,2022-05-04 17:22:00,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.076,1854.010413659,0,0,0,0,0,0,126.2, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.277,4.276,4.287,4.287,0,0,3.064,78.71,1854.010413659,0,10,Assisted_Takeoff,
3500,2022-05-04 17:22:00,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.076,1854.010413659,0,0,0,0,0,0,126.2, -1.4, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.277,4.276,4.287,4.287,0,0,3.064,78.71,1854.010413659,0,10,Assisted_Takeoff,
3600,2022-05-04 17:22:01,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.076,1854.010413659,0,0,0,0,0,0,126.2, -1.4, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.277,4.276,4.287,4.287,0,0,3.064,78.71,1854.010413659,0,10,Assisted_Takeoff,
3700,2022-05-04 17:22:01,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.076,1854.010413659,0,0,0,0,0,0,126.3, -1.4, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.277,4.276,4.287,4.287,0,0,3.064,78.71,1854.010413659,0,10,Assisted_Takeoff,
3800,2022-05-04 17:22:01,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.076,1854.010413659,0,0,0,0,0,0,126.3, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.277,4.276,4.287,4.287,0,0,3.064,78.71,1854.010413659,0,10,Assisted_Takeoff,
3900,2022-05-04 17:22:01,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.076,1854.010413659,0,0,0,0,0,0,126.3, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.277,4.276,4.287,4.287,0,0,3.064,78.71,1854.010413659,0,10,Assisted_Takeoff,
4000,2022-05-04 17:22:01,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.076,1854.010413659,0,0,0,0,0,0,126.3, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.277,4.276,4.287,4.287,0,0,3.064,78.71,1854.010413659,0,10,Assisted_Takeoff,
4100,2022-05-04 17:22:01,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.076,1854.010413659,0,0,0,0,0,0,126.3, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.277,4.276,4.287,4.287,0,0,3.064,78.71,1854.010413659,0,10,Assisted_Takeoff,
4200,2022-05-04 17:22:01,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.076,1854.010413659,0,0,0,0,0,0,126.3, -1.4, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.277,4.276,4.287,4.287,0,0,3.064,78.71,1854.010413659,0,10,Assisted_Takeoff,
4300,2022-05-04 17:22:01,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.114,1854.010413659,0,0,0,0,0,0,126.3, -1.4, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.289,4.29,4.294,4.288,0,0,1.886,80.51,1854.010413659,0,10,Assisted_Takeoff,
4400,2022-05-04 17:22:01,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.114,1854.010413659,0,0,0,0,0,0,126.3, -1.3, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.289,4.29,4.294,4.288,0,0,1.886,80.51,1854.010413659,0,10,Assisted_Takeoff,
4500,2022-05-04 17:22:01,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.114,1854.010413659,0,0,0,0,0,0,126.3, -1.4, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,126.5,0,100,4.289,4.29,4.294,4.288,0,0,1.886,80.51,1854.010413659,0,10,Assisted_Takeoff,
4600,2022-05-04 17:22:01,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.114,1854.010413659,0,0,0,0,0,0,126.3, -1.3, -1.6,0,0,1024,1024,1209,1024,0,0,28,0,126.5,0,100,4.289,4.29,4.294,4.288,0,0,1.886,80.51,1854.010413659,0,10,Assisted_Takeoff,
4700,2022-05-04 17:22:02,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.114,1854.010413659,0,0,0,0,0,0,126.3, -1.3, -1.6,0,0,1024,1024,1479,1024,0,0,69,0,126.5,0,100,4.289,4.29,4.294,4.288,0,0,1.886,80.51,1854.010413659,0,10,Assisted_Takeoff,
4800,2022-05-04 17:22:02,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.114,1854.010413659,0,0,0,0,0,0,126.3, -1.3, -1.6,0,0,1024,1024,1566,1024,0,0,82,0,126.5,0,100,4.289,4.29,4.294,4.288,0,0,1.886,80.51,1854.010413659,0,10,Assisted_Takeoff,
4900,2022-05-04 17:22:02,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.114,1854.010413659,0,0,0,0,0,0,126.3, -1.4, -1.5,0,0,1024,1024,1565,1024,0,0,82,0,126.5,0,100,4.289,4.29,4.294,4.288,0,0,1.886,80.51,1854.010413659,0,10,Assisted_Takeoff,
5000,2022-05-04 17:22:02,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.114,1854.010413659,0,0,0,0,0,0,126.3, -1.6, -1.5,0,0,1024,1024,1558,1024,0,0,81,0,126.5,0,100,4.289,4.29,4.294,4.288,0,0,1.886,80.51,1854.010413659,0,10,Assisted_Takeoff,
5100,2022-05-04 17:22:02,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.114,1854.010413659,0,0,0,0,0,0,126.3, -1.9, -1.4,0,0,1024,1024,1548,1024,0,0,79,0,126.5,0,100,4.289,4.29,4.294,4.288,0,0,1.886,80.51,1854.010413659,0,10,Assisted_Takeoff,
5200,2022-05-04 17:22:02,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,17.114,1854.010413659,0,0,0,0,0,0,126.3, -2.3, -1.4,0,0,1024,1024,1569,1024,0,0,83,0,126.5,0,100,4.289,4.29,4.294,4.288,0,0,1.886,80.51,1854.010413659,0,10,Assisted_Takeoff,
5300,2022-05-04 17:22:02,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,16.989,1854.010413659,0,0,0,0,0,0,126.8, -3.4, -1.2,0,0,1024,1024,1544,1024,0,0,79,0,126.5,0,100,4.289,4.291,4.295,4.289,0,0,1.886,80.51,1854.010413659,0,10,Assisted_Takeoff,
5400,2022-05-04 17:22:02,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,16.989,1854.010413659,0,0,0,0,0,0,127.8, -5.2, -0.5,0,0,1024,1024,1511,1024,0,0,74,0,126.5,0,100,4.289,4.291,4.295,4.289,0,0,1.886,80.51,1854.010413659,0,10,Assisted_Takeoff,
5500,2022-05-04 17:22:02,0,0,0,,,1854.010413659,0.328084,0,0,0,6,0,16.989,1854.010413659,0,0,0,-0.223694,0.223694,-0.223694,128.1, -4.2, 0.3,0,0,1024,1024,1518,1024,0,0,75,0,126.5,0,100,4.289,4.291,4.295,4.289,0,0,1.886,80.51,1854.010413659,0,6,P-GPS,
5600,2022-05-04 17:22:02,0,0,0,,,1854.010413659,0.656168,0.6263432,0,0,6,0,16.989,1854.010413659,0,0.6263432,0,-0.447388,0.447388,-0.894776,128.1, -0.6, 0.4,0,0,1024,1024,1571,1024,0,0,83,0,126.6,0,100,4.289,4.291,4.295,4.289,0,0,1.886,80.51,1854.010413659,0,6,P-GPS,
5700,2022-05-04 17:22:03,0,0,0.328084,,,1854.338497659,0.656168,0.8052984,0,0,6,0,16.989,1854.338497659,0.328084,0.8052984,0,-0.671082,0.447388,-1.789552,128.2, 1.9, 0,0,0,1024,1024,1580,1024,0,0,84,0,126.7,0,100,4.289,4.291,4.295,4.289,0,0,1.886,80.51,1854.338497659,0.328084,6,P-GPS,
5800,2022-05-04 17:22:03,0,0,0.656168,,,1854.666581659,0.984252,0.7158208,0,0,6,0,16.989,1854.666581659,0.656168,0.8052984,0,-0.671082,0.223694,-2.908022,128.2, 3.1, -0.7,0,0,1024,1024,1582,1024,0,0,85,0,126.7,0,100,4.289,4.291,4.295,4.289,0,0,1.886,80.51,1854.666581659,0.656168,6,P-GPS,
5900,2022-05-04 17:22:03,0,0,0.984252,,,1854.994665659,1.64042,0.7158208,0,0,6,0,16.989,1854.994665659,0.984252,0.8052984,0,-0.671082,0.223694,-3.802798,128.2, 4, -1.3,0,0,1024,1024,1586,1024,0,0,85,0,126.8,0,100,4.289,4.291,4.295,4.289,0,0,1.886,80.51,1854.994665659,0.984252,6,P-GPS,
6000,2022-05-04 17:22:03,0,0,1.64042,,,1855.650833659,2.296588,0.447388,0,0,6,0,16.989,1855.650833659,1.64042,0.8052984,0,-0.447388,0,-4.921268,128.2, 3.6, -1.8,0,0,1024,1024,1599,1024,0,0,87,0,126.8,0,100,4.289,4.291,4.295,4.289,0,0,1.886,80.51,1855.650833659,1.64042,6,P-GPS,
6100,2022-05-04 17:22:03,0,0,2.296588,,,1856.307001659,2.952756,0.447388,0,0,6,0,16.989,1856.307001659,2.296588,0.8052984,0,-0.447388,0,-5.816044,128.2, 3.2, -1.7,0,0,1024,1024,1600,1024,0,0,87,0,126.9,0,100,4.289,4.291,4.295,4.289,0,0,1.886,80.51,1856.307001659,2.296588,6,P-GPS,
6200,2022-05-04 17:22:03,0,0,3.28084,,,1857.291253659,3.937008,0.223694,0,0,6,0,16.989,1857.291253659,3.28084,0.8052984,0,-0.223694,0,-6.934514,128.3, 2.5, -2.6,0,0,1024,1024,1589,1024,0,0,86,0,126.9,0,100,4.289,4.291,4.295,4.289,0,0,1.886,80.51,1857.291253659,3.28084,6,P-GPS,
6300,2022-05-04 17:22:03,0,0,4.593176,,,1858.603589659,5.249344,0.223694,0,0,6,0,16.96,1858.603589659,4.593176,0.8052984,0,-0.223694,0,-8.052984,128.3, 1.4, -2.8,0,0,1024,1024,1585,1024,0,0,85,0,126.9,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1858.603589659,4.593176,6,P-GPS,
6400,2022-05-04 17:22:03,0,0,5.577428,,,1859.587841659,6.233596,0.223694,0,0,6,0,16.96,1859.587841659,5.577428,0.8052984,0,-0.223694,0,-8.500372,128.4, 0.9, -3.2,0,0,1024,1024,1532,1024,0,0,77,0,127,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1859.587841659,5.577428,6,P-GPS,
6500,2022-05-04 17:22:03,0,0,6.889764,,,1860.900177659,7.545932,0.223694,0,0,5,0,16.96,1860.900177659,6.889764,0.8052984,0,-0.223694,0,-8.94776,128.4, 0.8, -3.2,0,0,1024,1024,1396,1024,0,0,56,0,127,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1860.900177659,6.889764,6,P-GPS,
6600,2022-05-04 17:22:04,0,0,8.2021,,,1862.212513659,8.858268,0.223694,0,0,5,0,16.96,1862.212513659,8.2021,0.8052984,0,-0.223694,0,-8.94776,128.2, 1.1, -3.6,0,0,1024,1024,1237,1024,0,0,32,0,127.1,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1862.212513659,8.2021,6,P-GPS,
6700,2022-05-04 17:22:04,0,0,9.514436,,,1863.524849659,10.170604,0.223694,0,0,6,0,16.96,1863.524849659,9.514436,0.8052984,0,-0.223694,0,-8.500372,128, 1.9, -3.6,0,0,1024,1024,1171,1024,0,0,22,0,127.1,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1863.524849659,9.514436,6,P-GPS,
6800,2022-05-04 17:22:04,0,0,10.826772,,,1864.837185659,11.48294,0.223694,0,0,6,0,16.96,1864.837185659,10.826772,0.8052984,0,-0.223694,0,-7.605596,128, 1.9, -3.6,0,0,1024,1024,1162,1024,0,0,21,0,127.1,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1864.837185659,10.826772,6,P-GPS,
6900,2022-05-04 17:22:04,0,0,12.139108,,,1866.149521659,12.467192,0.3131716,0,0,6,0,16.96,1866.149521659,12.139108,0.8052984,0,-0.223694,-0.223694,-6.71082,127.9, 1.2, -3.8,0,0,1024,1024,1321,1024,0,0,45,0,127.2,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1866.149521659,12.139108,6,P-GPS,
7000,2022-05-04 17:22:04,0,0,12.795276,,,1866.805689659,13.451444,0.3131716,0,0,6,0,16.96,1866.805689659,12.795276,0.8052984,0,-0.223694,-0.223694,-5.59235,128, 0.4, -4.1,0,0,1024,1024,1392,1024,0,0,56,0,127.2,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1866.805689659,12.795276,6,P-GPS,
7100,2022-05-04 17:22:04,0,0,13.779528,,,1867.789941659,14.107612,0.3131716,0,0,6,0,16.96,1867.789941659,13.779528,0.8052984,0,-0.223694,-0.223694,-4.697574,128, -0.1, -3.7,0,0,1024,1024,1358,1024,0,0,51,0,127.2,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1867.789941659,13.779528,6,P-GPS,
7200,2022-05-04 17:22:04,0,0,14.435696,,,1868.446109659,14.76378,0.223694,0,0,6,0,16.96,1868.446109659,14.435696,0.8052984,0,0,-0.223694,-4.697574,128, 0, -3.5,0,0,1024,1024,1350,1024,0,0,49,0,127.2,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1868.446109659,14.435696,6,P-GPS,
7300,2022-05-04 17:22:04,0,0,15.091864,,,1869.102277659,15.419948,0.447388,0,0,6,0,16.652,1869.102277659,15.091864,0.8052984,0,0,-0.447388,-4.47388,128.1, -0.6, -4.1,0,0,1024,1024,1283,1024,0,0,39,0,127.2,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1869.102277659,15.091864,6,P-GPS,
7400,2022-05-04 17:22:04,0,0,16.076116,,,1870.086529659,16.076116,0.223694,0,0,6,0,16.652,1870.086529659,16.076116,0.8052984,0,0,-0.223694,-4.250186,128.2, -1.3, -4.5,0,0,1024,1024,1197,1024,0,0,26,0,127.3,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1870.086529659,16.076116,6,P-GPS,
7500,2022-05-04 17:22:04,0,0,16.732284,,,1870.742697659,16.732284,0.223694,0,0,5,0,16.652,1870.742697659,16.732284,0.8052984,0,0,-0.223694,-4.026492,128.3, -1.9, -5,0,0,1024,1024,1242,1024,0,0,33,0,127.3,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1870.742697659,16.732284,6,P-GPS,
7600,2022-05-04 17:22:04,0,0,17.060368,,,1871.070781659,17.388452,0.223694,0,0,5,0,16.652,1871.070781659,17.060368,0.8052984,0,0,-0.223694,-3.131716,128.2, -1.7, -5.3,0,0,1024,1024,1437,1024,0,0,63,0,127.3,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1871.070781659,17.060368,6,P-GPS,
7700,2022-05-04 17:22:05,0,0,17.388452,,,1871.398865659,17.716536,0,0,0,6,0,16.652,1871.398865659,17.388452,0.8052984,0,0,0,-2.460634,128.2, -1.4, -5.2,0,0,1024,1024,1520,1024,0,0,75,0,127.3,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1871.398865659,17.388452,6,P-GPS,
7800,2022-05-04 17:22:05,0,0,17.388452,,,1871.398865659,18.04462,0,0,0,6,0,16.652,1871.398865659,17.388452,0.8052984,0,0,0,-2.684328,128.3, -1.2, -4.6,0,0,1024,1024,1510,1024,0,0,74,0,127.3,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1871.398865659,17.388452,6,P-GPS,
